date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:09:21	372367/372367	---MCZ	200	added ('OK')	text/html	etag:W/%2200cf02ae90714f6bf7d974516e5c385d%22	https://www.ridgebotics.com/competitionvideos	/home/connor/websites/rige2/www.ridgebotics.com/competitionvideos.html	(from https://www.ridgebotics.com/)
17:09:22	372361/372361	---MCZ	200	added ('OK')	text/html	etag:W/%223538cd06a42d9cbe55102ea59400d29c%22	https://www.ridgebotics.com/calendar	/home/connor/websites/rige2/www.ridgebotics.com/calendar.html	(from https://www.ridgebotics.com/)
17:09:22	421954/421954	---MCZ	200	added ('OK')	text/html	etag:W/%22f6b087922e316e632412d95e517a8c9d%22	https://www.ridgebotics.com/sponsors	/home/connor/websites/rige2/www.ridgebotics.com/sponsors.html	(from https://www.ridgebotics.com/)
17:09:22	381632/381632	---MCZ	200	added ('OK')	text/html	etag:W/%22730d46f40eeb2596efaca9a487d06038%22	https://www.ridgebotics.com/board	/home/connor/websites/rige2/www.ridgebotics.com/board.html	(from https://www.ridgebotics.com/)
17:09:22	379187/379187	---MCZ	200	added ('OK')	text/html	etag:W/%22090d35ff665f04a1875924866921bc6c%22	https://www.ridgebotics.com/contactus	/home/connor/websites/rige2/www.ridgebotics.com/contactus.html	(from https://www.ridgebotics.com/)
17:09:24	26142/26142	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2020:06:07%20GMT	https://static.wixstatic.com/media/af7c14_c327863827cc47fcb06085c87b2875cd.png/v1/fill/w_130,h_130,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/af7c14_c327863827cc47fcb06085c87b2875cd.png	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_c327863827cc47fcb06085c87b2875cd.png/v1/fill/w_130,h_130,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/af7c14_c327863827cc47fcb06085c87b2875cd.png	(from https://www.ridgebotics.com/)
17:09:25	14178/14178	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2020:59:40%20GMT	https://static.wixstatic.com/media/af7c14_f4709061ce5946af8cd4f1b8339184bf~mv2.png/v1/fill/w_199,h_175,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/af7c14_f4709061ce5946af8cd4f1b8339184bf~mv2.png	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_f4709061ce5946af8cd4f1b8339184bf_mv2.png/v1/fill/w_199,h_175,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/af7c14_f4709061ce5946af8cd4f1b8339184bf_mv2.png	(from https://www.ridgebotics.com/)
17:09:25	3730/3730	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2020:59:40%20GMT	https://static.wixstatic.com/media/af7c14_b962f06bd71e4924ada44f0e8453bab5~mv2.jpg/v1/fill/w_124,h_93,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/af7c14_b962f06bd71e4924ada44f0e8453bab5~mv2.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_b962f06bd71e4924ada44f0e8453bab5_mv2.jpg/v1/fill/w_124,h_93,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/af7c14_b962f06bd71e4924ada44f0e8453bab5_mv2.jpg	(from https://www.ridgebotics.com/)
17:09:26	6677/6677	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2020:06:10%20GMT	https://static.wixstatic.com/media/af7c14_c4c17dc93cdf4cc09c5973649e107ffa~mv2.png/v1/fill/w_218,h_40,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/muller_logo_col_rz_190816_edited.png	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_c4c17dc93cdf4cc09c5973649e107ffa_mv2.png/v1/fill/w_218,h_40,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/muller_logo_col_rz_190816_edited.png	(from https://www.ridgebotics.com/)
17:09:28	22614/22614	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2020:06:11%20GMT	https://static.wixstatic.com/media/af7c14_f33d3d357d9d4bbfa024a86607cb6008~mv2.jpg/v1/crop/x_0,y_205,w_3000,h_1301/fill/w_286,h_124,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/TeamPic2020_edited.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_f33d3d357d9d4bbfa024a86607cb6008_mv2.jpg/v1/crop/x_0,y_205,w_3000,h_1301/fill/w_286,h_124,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/TeamPic2020_edited.jpg	(from https://www.ridgebotics.com/)
17:09:28	9022/9022	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2020:59:44%20GMT	https://static.wixstatic.com/media/af7c14_089b64b24d614bcf83227550aced7a13~mv2.jpg/v1/fill/w_179,h_135,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/af7c14_089b64b24d614bcf83227550aced7a13~mv2.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_089b64b24d614bcf83227550aced7a13_mv2.jpg/v1/fill/w_179,h_135,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/af7c14_089b64b24d614bcf83227550aced7a13_mv2.jpg	(from https://www.ridgebotics.com/)
17:09:29	1995/1995	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2020:59:52%20GMT	https://static.wixstatic.com/media/af7c14_42e4527cbce14538802421bf41e74c01.jpg/v1/fill/w_80,h_72,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/af7c14_42e4527cbce14538802421bf41e74c01.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_42e4527cbce14538802421bf41e74c01.jpg/v1/fill/w_80,h_72,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/af7c14_42e4527cbce14538802421bf41e74c01.jpg	(from https://www.ridgebotics.com/)
17:09:30	1797/1797	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2020:59:53%20GMT	https://static.wixstatic.com/media/af7c14_fb4a95050a4f47ac8f339190fbf9c50f.jpg/v1/fill/w_69,h_69,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/af7c14_fb4a95050a4f47ac8f339190fbf9c50f.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_fb4a95050a4f47ac8f339190fbf9c50f.jpg/v1/fill/w_69,h_69,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/af7c14_fb4a95050a4f47ac8f339190fbf9c50f.jpg	(from https://www.ridgebotics.com/)
17:09:31	6860/6860	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2020:06:15%20GMT	https://static.wixstatic.com/media/af7c14_c9842d06a6b045328d033576b51c362c.png/v1/fill/w_81,h_79,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/af7c14_c9842d06a6b045328d033576b51c362c.png	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_c9842d06a6b045328d033576b51c362c.png/v1/fill/w_81,h_79,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/af7c14_c9842d06a6b045328d033576b51c362c.png	(from https://www.ridgebotics.com/)
17:09:33	83944/83944	---M-Z	200	added ('OK')	application/javascript	etag:W/%22923dd660452333cac42ea273355e5924%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.62201884.bundle.min.js	/home/connor/websites/rige2/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.62201884.bundle.min.js	(from https://www.ridgebotics.com/upcoming-events)
17:09:34	173421/173421	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b3a371446b4dd737dc874200c1e7ed7d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.239f06e5.bundle.min.js	/home/connor/websites/rige2/static.parastorage.com/services/wix-thunderbolt/dist/main.239f06e5.bundle.min.js	(from https://www.ridgebotics.com/upcoming-events)
17:09:36	24493/24493	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2020:08:31%20GMT	https://static.wixstatic.com/media/af7c14_3cf7cf473b2e4499aa8567f15db19e13~mv2.png/v1/fill/w_588,h_80,al_c,lg_1,q_85,enc_auto/Untitled-1.png	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_3cf7cf473b2e4499aa8567f15db19e13_mv2.png/v1/fill/w_588,h_80,al_c,lg_1,q_85,enc_auto/Untitled-1.png	(from https://www.ridgebotics.com/upcoming-events)
17:09:36	164693/164693	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jan%202023%2020:08:29%20GMT	https://static.wixstatic.com/media/af7c14_6c4de80de28a4438a8a9cb52fe660ac9~mv2.png/v1/fill/w_466,h_301,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/ROBOOSFX_upscaled_illustration_x4.png	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_6c4de80de28a4438a8a9cb52fe660ac9_mv2.png/v1/fill/w_466,h_301,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/ROBOOSFX_upscaled_illustration_x4.png	(from https://www.ridgebotics.com/upcoming-events)
17:09:37	83944/83944	---M-Z	200	added ('OK')	application/javascript	etag:W/%22923dd660452333cac42ea273355e5924%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/thunderbolt-commons.62201884.bundle.min.js	/home/connor/websites/rige2/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/thunderbolt-commons.62201884.bundle.min.js	(from https://www.ridgebotics.com/ourteam)
17:09:38	173436/173436	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fc134f3e67362ccb83fafd14d4328bb9%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.0ea1ca3c.bundle.min.js	/home/connor/websites/rige2/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.0ea1ca3c.bundle.min.js	(from https://www.ridgebotics.com/ourteam)
17:09:38	13067/13067	---M-Z	200	added ('OK')	application/javascript	etag:W/%22274bf36a3feec6d7f062db07a6894a9c%22	https://static.parastorage.com/services/wix-code-platform/1.1097.93/elementory-browser-support.min.js	/home/connor/websites/rige2/static.parastorage.com/services/wix-code-platform/1.1097.93/elementory-browser-support.min.js	(from https://www.ridgebotics.com/ourteam)
17:09:40	56251/56251	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2020:08:40%20GMT	https://static.wixstatic.com/media/af7c14_f33d3d357d9d4bbfa024a86607cb6008~mv2.jpg/v1/fill/w_626,h_292,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/TeamPic2020_edited.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_f33d3d357d9d4bbfa024a86607cb6008_mv2.jpg/v1/fill/w_626,h_292,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/TeamPic2020_edited.jpg	(from https://www.ridgebotics.com/ourteam)
17:09:41	16282/16282	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2000:09:42%20GMT	https://static.wixstatic.com/media/af7c14_61e66c9890d74d6f9b736a21cbc342ed~mv2.jpg/v1/fill/w_305,h_171,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/af7c14_61e66c9890d74d6f9b736a21cbc342ed~mv2.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_61e66c9890d74d6f9b736a21cbc342ed_mv2.jpg/v1/fill/w_305,h_171,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/af7c14_61e66c9890d74d6f9b736a21cbc342ed_mv2.jpg	(from https://www.ridgebotics.com/ourteam)
17:09:42	30296/30296	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2021:31:25%20GMT	https://static.wixstatic.com/media/af7c14_a5750200dbc14a8ca22cfe508193d505~mv2.jpg/v1/crop/x_339,y_0,w_3245,h_2615/fill/w_273,h_220,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/DSC_00008.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_a5750200dbc14a8ca22cfe508193d505_mv2.jpg/v1/crop/x_339,y_0,w_3245,h_2615/fill/w_273,h_220,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/DSC_00008.jpg	(from https://www.ridgebotics.com/ourteam)
17:09:43	33407/33407	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2021:31:28%20GMT	https://static.wixstatic.com/media/af7c14_701d0a54c3e8445185f7739b1c515798~mv2.jpg/v1/fill/w_409,h_273,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/af7c14_701d0a54c3e8445185f7739b1c515798~mv2.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_701d0a54c3e8445185f7739b1c515798_mv2.jpg/v1/fill/w_409,h_273,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/af7c14_701d0a54c3e8445185f7739b1c515798_mv2.jpg	(from https://www.ridgebotics.com/robots)
17:09:44	35973/35973	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2020:09:10%20GMT	https://static.wixstatic.com/media/af7c14_61e66c9890d74d6f9b736a21cbc342ed~mv2.jpg/v1/fill/w_516,h_290,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/af7c14_61e66c9890d74d6f9b736a21cbc342ed~mv2.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_61e66c9890d74d6f9b736a21cbc342ed_mv2.jpg/v1/fill/w_516,h_290,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/af7c14_61e66c9890d74d6f9b736a21cbc342ed_mv2.jpg	(from https://www.ridgebotics.com/robots)
17:09:45	22784/22784	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jan%202023%2020:09:12%20GMT	https://static.wixstatic.com/media/af7c14_23228033be314f6fa83c06b75a28b035~mv2.jpg/v1/fill/w_203,h_268,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/IMG_0570_JPG.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_23228033be314f6fa83c06b75a28b035_mv2.jpg/v1/fill/w_203,h_268,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/IMG_0570_JPG.jpg	(from https://www.ridgebotics.com/robots)
17:09:45	2838/2838	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2000:09:47%20GMT	https://static.wixstatic.com/media/af7c14_52a774b526e944fb92c461fd1442f073~mv2_d_3024_4032_s_4_2.jpg/v1/crop/x_0,y_983,w_3024,h_3024/fill/w_75,h_75,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/IMG_2882_JPG.jpg	/home/connor/websites/rige2/static.wixstatic.com/media/af7c14_52a774b526e944fb92c461fd1442f073_mv2_d_3024_4032_s_4_2.jpg/v1/crop/x_0,y_983,w_3024,h_3024/fill/w_75,h_75,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/IMG_2882_JPG.jpg	(from https://www.ridgebotics.com/robots)
